epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4384,1.2631,1.2469,0.5095,1.3708,1.2423,0.0010000,640,,,
2,0.5763,1.0754,0.9606,0.5256,1.3161,1.2182,0.0010000,1236,,,
3,0.6520,1.6031,1.2587,0.5451,1.2464,1.1867,0.0010000,1807,,,
4,0.6881,0.7470,0.7774,0.5711,1.1792,1.1501,0.0010000,2344,,,
5,0.7344,0.7827,0.7780,0.6042,1.1073,1.1025,0.0010000,2853,,,
6,0.7487,0.7600,0.6423,0.6343,1.0318,1.0439,0.0010000,3351,,,
7,0.7746,0.7282,0.7063,0.6543,0.9526,0.9762,0.0010000,3837,,,
8,0.7793,0.7019,0.7437,0.6899,0.8619,0.8930,0.0010000,4315,,,
9,0.7897,0.6824,0.6424,0.7325,0.7564,0.7928,0.0010000,4786,,,
10,0.8030,0.4323,0.4962,0.7645,0.6511,0.6840,0.0010000,5353,0.7726,0.6521,0.6814
11,0.8119,0.5587,0.5207,0.7956,0.5703,0.5973,0.0009044,5812,,,
12,0.8180,0.4868,0.4637,0.8136,0.5170,0.5397,0.0009044,6265,,,
13,0.8297,0.5734,0.5565,0.8236,0.4833,0.5026,0.0009044,6716,,,
14,0.8368,0.4378,0.4090,0.8342,0.4578,0.4765,0.0009044,7166,,,
15,0.8336,0.2032,0.2715,0.8482,0.4365,0.4542,0.0009044,7613,,,
16,0.8409,0.3530,0.3566,0.8562,0.4220,0.4378,0.0009044,8053,,,
17,0.8570,0.2770,0.3160,0.8602,0.4083,0.4219,0.0009044,8494,,,
18,0.8566,0.3562,0.4025,0.8637,0.3973,0.4091,0.0009044,8931,,,
19,0.8402,0.7606,0.5604,0.8722,0.3877,0.3977,0.0009044,9367,,,
20,0.8488,0.3288,0.4210,0.8742,0.3796,0.3889,0.0009044,9896,0.8683,0.3800,0.3866
21,0.8599,0.2383,0.3192,0.8737,0.3732,0.3801,0.0008179,10326,,,
22,0.8712,0.1875,0.2319,0.8778,0.3668,0.3706,0.0008179,10755,,,
23,0.8673,0.4604,0.5632,0.8823,0.3576,0.3614,0.0008179,11184,,,
24,0.8748,0.3481,0.3843,0.8843,0.3521,0.3539,0.0008179,11614,,,
25,0.8715,0.3682,0.3763,0.8838,0.3458,0.3466,0.0008179,12051,,,
26,0.8852,0.3386,0.3327,0.8873,0.3401,0.3395,0.0008179,12478,,,
27,0.8740,0.2301,0.2888,0.8858,0.3358,0.3348,0.0008179,12898,,,
28,0.8751,0.4789,0.4588,0.8878,0.3324,0.3297,0.0008179,13320,,,
29,0.8883,0.2515,0.3156,0.8893,0.3308,0.3254,0.0008179,13745,,,
30,0.8816,0.3967,0.4625,0.8948,0.3277,0.3211,0.0008179,14267,0.8897,0.3264,0.3244
31,0.8878,0.3080,0.3680,0.8933,0.3271,0.3187,0.0007397,14685,,,
32,0.8884,0.2604,0.3246,0.8938,0.3238,0.3154,0.0007397,15098,,,
33,0.8956,0.3131,0.3555,0.8978,0.3200,0.3105,0.0007397,15515,,,
34,0.8935,0.2514,0.3085,0.9008,0.3161,0.3072,0.0007397,15932,,,
35,0.8908,0.2425,0.2318,0.8983,0.3124,0.3026,0.0007397,16345,,,
36,0.8978,0.1566,0.1860,0.8998,0.3109,0.3002,0.0007397,16760,,,
37,0.9037,0.2394,0.1731,0.8998,0.3118,0.2981,0.0007397,17168,,,
38,0.8996,0.1782,0.2520,0.9013,0.3123,0.2962,0.0007397,17574,,,
39,0.9004,0.2122,0.2661,0.8998,0.3088,0.2926,0.0007397,17982,,,
40,0.9014,0.3575,0.3314,0.9038,0.3078,0.2890,0.0007397,18483,0.8975,0.3057,0.2971
41,0.8996,0.3491,0.4067,0.9013,0.3081,0.2865,0.0006690,18883,,,
42,0.9045,0.3915,0.2361,0.8993,0.3056,0.2830,0.0006690,19286,,,
43,0.9086,0.0927,0.1353,0.8978,0.3048,0.2811,0.0006690,19686,,,
44,0.9063,0.2963,0.2923,0.8973,0.3035,0.2792,0.0006690,20088,,,
45,0.9045,0.5433,0.3196,0.8988,0.3041,0.2779,0.0006690,20490,,,
46,0.9080,0.1217,0.1855,0.9013,0.3024,0.2760,0.0006690,20890,,,
47,0.9151,0.2388,0.2620,0.9008,0.2984,0.2734,0.0006690,21286,,,
48,0.9058,0.1616,0.2183,0.9013,0.2965,0.2716,0.0006690,21682,,,
49,0.9090,0.1026,0.1649,0.9013,0.2951,0.2703,0.0006690,22087,,,
50,0.9111,0.1695,0.2321,0.9033,0.2910,0.2685,0.0006690,22583,0.9017,0.2996,0.2800
FINAL TEST,,,,,,,,22680,0.8975,0.3057,0.2971
