epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
202,0.8526,0.4646,0.4504,0.8986,0.3166,0.3149,0.0010000,62120,,,
203,0.8569,0.4057,0.4212,0.8960,0.3187,0.3167,0.0010000,62414,,,
204,0.8493,0.6601,0.5133,0.8973,0.3190,0.3169,0.0010000,62708,,,
205,0.8446,0.5067,0.4129,0.8965,0.3197,0.3189,0.0010000,63001,,,
206,0.8582,0.4099,0.3741,0.8961,0.3215,0.3208,0.0010000,63294,,,
207,0.8516,0.2752,0.2746,0.8951,0.3234,0.3239,0.0010000,63586,,,
208,0.8538,0.2984,0.3444,0.8936,0.3267,0.3270,0.0010000,63878,,,
209,0.8541,0.3977,0.3726,0.8930,0.3289,0.3293,0.0010000,64170,,,
210,0.8577,0.1660,0.2087,0.8920,0.3308,0.3315,0.0010000,64540,0.8905,0.3341,0.3371
211,0.8533,0.6908,0.4625,0.8911,0.3329,0.3332,0.0010000,64832,,,
212,0.8596,0.3336,0.3218,0.8932,0.3349,0.3341,0.0010000,65126,,,
213,0.8601,0.4508,0.3708,0.8917,0.3317,0.3322,0.0010000,65418,,,
214,0.8510,0.4124,0.3915,0.8924,0.3296,0.3317,0.0010000,65709,,,
215,0.8537,0.5499,0.4195,0.8938,0.3265,0.3302,0.0010000,66000,,,
216,0.8679,0.2859,0.2793,0.8937,0.3253,0.3303,0.0007386,66291,,,
217,0.8725,0.3217,0.2964,0.8946,0.3260,0.3285,0.0007386,66583,,,
218,0.8726,0.2548,0.2465,0.8963,0.3227,0.3261,0.0007386,66875,,,
219,0.8714,0.3247,0.3265,0.8961,0.3210,0.3250,0.0007386,67167,,,
220,0.8727,0.5354,0.4641,0.8959,0.3210,0.3251,0.0007386,67537,0.8956,0.3222,0.3317
221,0.8748,0.2316,0.2758,0.8955,0.3205,0.3243,0.0007386,67829,,,
222,0.8740,0.3998,0.3035,0.8956,0.3199,0.3239,0.0007386,68120,,,
223,0.8738,0.2967,0.3258,0.8962,0.3193,0.3226,0.0007386,68412,,,
224,0.8733,0.5447,0.4349,0.8974,0.3190,0.3213,0.0007386,68704,,,
225,0.8718,0.4941,0.3627,0.8973,0.3196,0.3201,0.0007386,68996,,,
226,0.8754,0.4522,0.4081,0.8977,0.3198,0.3193,0.0007386,69288,,,
227,0.8726,0.2126,0.2506,0.8978,0.3197,0.3193,0.0007386,69580,,,
228,0.8777,0.1775,0.2479,0.8964,0.3213,0.3201,0.0007386,69872,,,
229,0.8714,0.2736,0.3134,0.8947,0.3209,0.3202,0.0007386,70163,,,
230,0.8741,0.4415,0.4289,0.8974,0.3190,0.3190,0.0007386,70534,0.8952,0.3199,0.3252
231,0.8822,0.3298,0.2808,0.8975,0.3179,0.3186,0.0005455,70826,,,
232,0.8868,0.5202,0.3588,0.8979,0.3179,0.3178,0.0005455,71118,,,
233,0.8824,0.3011,0.3021,0.8981,0.3172,0.3177,0.0005455,71410,,,
234,0.8857,0.2070,0.2588,0.8974,0.3163,0.3173,0.0005455,71702,,,
235,0.8867,0.4122,0.3923,0.8968,0.3158,0.3164,0.0005455,71994,,,
236,0.8846,0.2848,0.2985,0.8980,0.3171,0.3171,0.0005455,72286,,,
237,0.8912,0.4487,0.3995,0.8978,0.3183,0.3179,0.0005455,72579,,,
238,0.8880,0.3213,0.2571,0.8975,0.3180,0.3167,0.0005455,72871,,,
239,0.8911,0.3132,0.2918,0.8986,0.3175,0.3154,0.0005455,73164,,,
240,0.8942,0.4245,0.3688,0.8984,0.3168,0.3141,0.0005455,73534,0.8980,0.3157,0.3185
241,0.8844,0.3141,0.3320,0.8979,0.3149,0.3132,0.0005455,73827,,,
242,0.8905,0.1917,0.2108,0.8981,0.3154,0.3136,0.0005455,74119,,,
243,0.8919,0.3756,0.3130,0.8984,0.3155,0.3133,0.0005455,74412,,,
244,0.8911,0.3791,0.3241,0.8994,0.3147,0.3118,0.0005455,74704,,,
245,0.8875,0.2229,0.2730,0.8999,0.3136,0.3109,0.0005455,74997,,,
246,0.8924,0.3303,0.3341,0.9001,0.3122,0.3096,0.0004029,75290,,,
247,0.8947,0.4495,0.3570,0.9001,0.3114,0.3090,0.0004029,75582,,,
248,0.8993,0.1967,0.2278,0.8989,0.3113,0.3085,0.0004029,75875,,,
249,0.8972,0.1285,0.1679,0.9005,0.3103,0.3073,0.0004029,76168,,,
250,0.8992,0.1643,0.2163,0.9003,0.3092,0.3072,0.0004029,76539,0.9010,0.3109,0.3120
251,0.9001,0.3503,0.3035,0.8991,0.3104,0.3071,0.0004029,76832,,,
252,0.8952,0.2788,0.2875,0.8998,0.3105,0.3071,0.0004029,77124,,,
253,0.8981,0.1089,0.1676,0.8996,0.3102,0.3061,0.0004029,77417,,,
254,0.9001,0.2794,0.2872,0.9000,0.3096,0.3054,0.0004029,77710,,,
255,0.8993,0.2264,0.2445,0.8989,0.3097,0.3046,0.0004029,78002,,,
256,0.9016,0.1298,0.1722,0.8984,0.3106,0.3044,0.0004029,78295,,,
257,0.8985,0.2789,0.2807,0.8995,0.3111,0.3041,0.0004029,78588,,,
258,0.8965,0.1506,0.1485,0.8993,0.3108,0.3044,0.0004029,78881,,,
259,0.8952,0.3297,0.3386,0.9009,0.3094,0.3038,0.0004029,79174,,,
260,0.9003,0.1813,0.1845,0.9010,0.3098,0.3032,0.0004029,79545,0.9021,0.3071,0.3077
261,0.9041,0.3029,0.3367,0.9010,0.3098,0.3031,0.0002976,79838,,,
262,0.8991,0.3537,0.3462,0.9016,0.3100,0.3027,0.0002976,80132,,,
263,0.8993,0.1555,0.1731,0.9020,0.3115,0.3032,0.0002976,80425,,,
264,0.9064,0.2203,0.1767,0.9013,0.3112,0.3038,0.0002976,80718,,,
265,0.9071,0.1073,0.1353,0.9006,0.3113,0.3036,0.0002976,81012,,,
266,0.9077,0.2632,0.2429,0.9009,0.3109,0.3034,0.0002976,81305,,,
267,0.9100,0.2619,0.2659,0.9011,0.3118,0.3036,0.0002976,81598,,,
268,0.9070,0.2738,0.2684,0.8999,0.3134,0.3046,0.0002976,81892,,,
269,0.9055,0.1782,0.2011,0.9001,0.3134,0.3044,0.0002976,82185,,,
