epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4327,1.5542,1.4135,0.4888,1.4177,1.2942,0.0010000,525,,,
2,0.5402,1.3128,1.1629,0.5049,1.3773,1.2739,0.0010000,1043,,,
3,0.5921,1.2280,1.1315,0.5279,1.3191,1.2451,0.0010000,1569,,,
4,0.6394,1.1469,1.0580,0.5464,1.2620,1.2118,0.0010000,2100,,,
5,0.6596,0.9791,0.9225,0.5770,1.1930,1.1698,0.0010000,2624,,,
6,0.6784,0.7902,0.7980,0.6108,1.1135,1.1149,0.0010000,3131,,,
7,0.6987,0.6654,0.6787,0.6529,1.0204,1.0464,0.0010000,3662,,,
8,0.7111,0.7935,0.7545,0.6884,0.9274,0.9709,0.0010000,4179,,,
9,0.7313,0.7399,0.6756,0.7242,0.8340,0.8824,0.0010000,4723,,,
10,0.7422,0.7283,0.6414,0.7497,0.7483,0.7918,0.0010000,5370,0.7412,0.7599,0.7986
11,0.7408,0.6527,0.6814,0.7709,0.6761,0.7069,0.0010000,5898,,,
12,0.7569,0.8626,0.8123,0.7888,0.6276,0.6517,0.0010000,6408,,,
13,0.7612,0.4035,0.5020,0.7993,0.5910,0.6094,0.0010000,6907,,,
14,0.7693,0.7083,0.6636,0.8077,0.5620,0.5782,0.0010000,7405,,,
15,0.7714,0.6075,0.6597,0.8166,0.5347,0.5504,0.0010000,7902,,,
16,0.7851,0.6107,0.6368,0.8245,0.5114,0.5287,0.0007386,8423,,,
17,0.7885,0.6339,0.5906,0.8298,0.4930,0.5121,0.0007386,8959,,,
18,0.7978,0.3820,0.4543,0.8340,0.4795,0.4960,0.0007386,9478,,,
19,0.8058,0.6306,0.5225,0.8379,0.4686,0.4841,0.0007386,9983,,,
20,0.8095,0.4992,0.5485,0.8443,0.4563,0.4729,0.0007386,10616,0.8393,0.4779,0.4842
21,0.8158,0.3891,0.4599,0.8489,0.4458,0.4627,0.0007386,11138,,,
22,0.8119,0.4918,0.4943,0.8507,0.4392,0.4541,0.0007386,11722,,,
23,0.8073,0.5824,0.6145,0.8537,0.4298,0.4450,0.0007386,12226,,,
24,0.8145,0.5101,0.4795,0.8575,0.4226,0.4368,0.0007386,12843,,,
25,0.8213,0.5788,0.5927,0.8594,0.4148,0.4296,0.0007386,13356,,,
26,0.8205,0.2598,0.3451,0.8629,0.4098,0.4222,0.0007386,13869,,,
27,0.8161,0.5882,0.5985,0.8648,0.4043,0.4139,0.0007386,14388,,,
28,0.8205,0.4372,0.4424,0.8674,0.3985,0.4076,0.0007386,15004,,,
29,0.8263,0.5431,0.4565,0.8677,0.3934,0.4023,0.0007386,15665,,,
30,0.8314,0.3796,0.3769,0.8694,0.3886,0.3969,0.0007386,16467,0.8633,0.4098,0.4085
31,0.8397,0.6717,0.5294,0.8714,0.3853,0.3924,0.0005455,17120,,,
32,0.8415,0.6516,0.5776,0.8734,0.3800,0.3875,0.0005455,17770,,,
33,0.8443,0.4863,0.4579,0.8739,0.3790,0.3852,0.0005455,18417,,,
34,0.8444,0.4670,0.4700,0.8767,0.3731,0.3802,0.0005455,19063,,,
35,0.8456,0.4505,0.3768,0.8779,0.3724,0.3771,0.0005455,19708,,,
36,0.8480,0.1958,0.2685,0.8777,0.3718,0.3755,0.0005455,20350,,,
37,0.8502,0.5895,0.4476,0.8785,0.3707,0.3724,0.0005455,21001,,,
38,0.8532,0.4575,0.4823,0.8802,0.3675,0.3691,0.0005455,21646,,,
39,0.8534,0.3920,0.3156,0.8823,0.3642,0.3654,0.0005455,22292,,,
40,0.8525,0.3120,0.3731,0.8819,0.3662,0.3647,0.0005455,23085,0.8763,0.3819,0.3765
41,0.8576,0.3197,0.3742,0.8826,0.3635,0.3619,0.0005455,23730,,,
42,0.8586,0.2363,0.3123,0.8822,0.3630,0.3597,0.0005455,24375,,,
43,0.8602,0.4899,0.4291,0.8855,0.3574,0.3552,0.0005455,25018,,,
44,0.8529,0.2719,0.2942,0.8850,0.3562,0.3529,0.0005455,25661,,,
45,0.8662,0.3769,0.3292,0.8851,0.3557,0.3508,0.0005455,26305,,,
46,0.8704,0.2838,0.3381,0.8852,0.3516,0.3479,0.0004029,26951,,,
47,0.8691,0.2843,0.3312,0.8864,0.3477,0.3454,0.0004029,27598,,,
48,0.8734,0.4173,0.4037,0.8858,0.3464,0.3437,0.0004029,28247,,,
49,0.8728,0.3433,0.3748,0.8858,0.3460,0.3428,0.0004029,28891,,,
50,0.8691,0.3375,0.3520,0.8877,0.3442,0.3410,0.0004029,29679,0.8839,0.3563,0.3517
51,0.8752,0.2231,0.2567,0.8872,0.3435,0.3394,0.0004029,30323,,,
52,0.8760,0.2936,0.3009,0.8885,0.3415,0.3379,0.0004029,30970,,,
53,0.8682,0.3700,0.3798,0.8869,0.3435,0.3378,0.0004029,31616,,,
54,0.8752,0.2950,0.3113,0.8867,0.3428,0.3372,0.0004029,32263,,,
55,0.8778,0.2751,0.3491,0.8890,0.3395,0.3349,0.0004029,32912,,,
56,0.8794,0.3484,0.3492,0.8895,0.3394,0.3332,0.0004029,33558,,,
